variable_name,conceptual_name,form_name,field_type,response_code,response_label,canonical_taxonomy_label,required_rule,branching_rule,visible_to_scratch_coder,visible_to_project_owner,exported_for_analysis,notes
po_d05_vis,Is the basis for Business & Productivity visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_d05] = '1',no,yes,yes,
po_d05_vis,Is the basis for Business & Productivity visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_d05] = '1',no,yes,yes,
po_d06_label,"<strong>Poverty, Wealth &amp; Living Standards</strong><br>Research concerning material resources, economic hardship, household living standards, poverty, wealth, debt,  savings, benefits, deprivation, food security, cost of living, household income, and distribution of resources.",project_owner,descriptive,,,,optional/display,[prop_d06] = '1',no,yes,no,
po_d06_fit,"Does Poverty, Wealth & Living Standards describe the actual project?",project_owner,radio,1,Fits,,conditional,[prop_d06] = '1',no,yes,yes,
po_d06_fit,"Does Poverty, Wealth & Living Standards describe the actual project?",project_owner,radio,2,Does not fit,,conditional,[prop_d06] = '1',no,yes,yes,
po_d06_fit,"Does Poverty, Wealth & Living Standards describe the actual project?",project_owner,radio,3,Unsure,,conditional,[prop_d06] = '1',no,yes,yes,
po_d06_vis,"Is the basis for Poverty, Wealth & Living Standards visible in the public register entry?",project_owner,radio,1,Clearly visible,,conditional,[prop_d06] = '1',no,yes,yes,
po_d06_vis,"Is the basis for Poverty, Wealth & Living Standards visible in the public register entry?",project_owner,radio,2,Partly visible,,conditional,[prop_d06] = '1',no,yes,yes,
po_d06_vis,"Is the basis for Poverty, Wealth & Living Standards visible in the public register entry?",project_owner,radio,3,Not visible,,conditional,[prop_d06] = '1',no,yes,yes,
po_d06_vis,"Is the basis for Poverty, Wealth & Living Standards visible in the public register entry?",project_owner,radio,4,Unsure,,conditional,[prop_d06] = '1',no,yes,yes,
po_d07_label,"<strong>Housing &amp; Planning</strong><br>Research concerning housing, homelessness, residential conditions, tenure, home ownership, planning systems,  neighbourhoods, gentrification, residential mobility, and place-based housing or planning interventions.",project_owner,descriptive,,,,optional/display,[prop_d07] = '1',no,yes,no,
po_d07_fit,Does Housing & Planning describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_d07] = '1',no,yes,yes,
po_d07_fit,Does Housing & Planning describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_d07] = '1',no,yes,yes,
po_d07_fit,Does Housing & Planning describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_d07] = '1',no,yes,yes,
po_d07_vis,Is the basis for Housing & Planning visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_d07] = '1',no,yes,yes,
po_d07_vis,Is the basis for Housing & Planning visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_d07] = '1',no,yes,yes,
po_d07_vis,Is the basis for Housing & Planning visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_d07] = '1',no,yes,yes,
po_d07_vis,Is the basis for Housing & Planning visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_d07] = '1',no,yes,yes,
po_d08_label,"<strong>Migration &amp; Demographics</strong><br>Research concerning population structure, population change, migration, immigration,  population mobility, fertility, ageing, mortality as a demographic outcome,  census-based population analysis, and demographic composition.",project_owner,descriptive,,,,optional/display,[prop_d08] = '1',no,yes,no,
po_d08_fit,Does Migration & Demographics describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_d08] = '1',no,yes,yes,
po_d08_fit,Does Migration & Demographics describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_d08] = '1',no,yes,yes,
po_d08_fit,Does Migration & Demographics describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_d08] = '1',no,yes,yes,
po_d08_vis,Is the basis for Migration & Demographics visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_d08] = '1',no,yes,yes,
po_d08_vis,Is the basis for Migration & Demographics visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_d08] = '1',no,yes,yes,
po_d08_vis,Is the basis for Migration & Demographics visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_d08] = '1',no,yes,yes,
po_d08_vis,Is the basis for Migration & Demographics visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_d08] = '1',no,yes,yes,
po_d09_label,"<strong>Environment &amp; Agriculture</strong><br>Research concerning the natural environment, climate, climate adaptation or resilience, energy, agriculture, farming, land use, pollution, decarbonisation, environmental policy, domestic or industrial energy use, and environmental impacts of economic or social activity.",project_owner,descriptive,,,,optional/display,[prop_d09] = '1',no,yes,no,
po_d09_fit,Does Environment & Agriculture describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_d09] = '1',no,yes,yes,
po_d09_fit,Does Environment & Agriculture describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_d09] = '1',no,yes,yes,
po_d09_fit,Does Environment & Agriculture describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_d09] = '1',no,yes,yes,
po_d09_vis,Is the basis for Environment & Agriculture visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_d09] = '1',no,yes,yes,
po_d09_vis,Is the basis for Environment & Agriculture visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_d09] = '1',no,yes,yes,
po_d09_vis,Is the basis for Environment & Agriculture visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_d09] = '1',no,yes,yes,
po_d09_vis,Is the basis for Environment & Agriculture visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_d09] = '1',no,yes,yes,
po_d10_label,"<strong>Public Finance &amp; Taxation</strong><br>Research concerning government revenue, taxation, tax compliance, tax credits, public expenditure,  public spending, fiscal transfers, business rates, tax reliefs, and fiscal policy.",project_owner,descriptive,,,,optional/display,[prop_d10] = '1',no,yes,no,
po_d10_fit,Does Public Finance & Taxation describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_d10] = '1',no,yes,yes,
po_d10_fit,Does Public Finance & Taxation describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_d10] = '1',no,yes,yes,
po_d10_fit,Does Public Finance & Taxation describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_d10] = '1',no,yes,yes,
po_d10_vis,Is the basis for Public Finance & Taxation visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_d10] = '1',no,yes,yes,
po_d10_vis,Is the basis for Public Finance & Taxation visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_d10] = '1',no,yes,yes,
po_d10_vis,Is the basis for Public Finance & Taxation visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_d10] = '1',no,yes,yes,
po_d10_vis,Is the basis for Public Finance & Taxation visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_d10] = '1',no,yes,yes,
po_d11_label,"<strong>Data Infrastructure &amp; Methodology</strong><br>Research primarily focused on the methods, measures, tools, classifications, linkage processes, data quality, survey design, statistical infrastructure, or dataset development needed to produce, improve, validate, or use research data.",project_owner,descriptive,,,,optional/display,[prop_d11] = '1',no,yes,no,
po_d11_fit,Does Data Infrastructure & Methodology describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_d11] = '1',no,yes,yes,
po_d11_fit,Does Data Infrastructure & Methodology describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_d11] = '1',no,yes,yes,
po_d11_fit,Does Data Infrastructure & Methodology describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_d11] = '1',no,yes,yes,
po_d11_vis,Is the basis for Data Infrastructure & Methodology visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_d11] = '1',no,yes,yes,
po_d11_vis,Is the basis for Data Infrastructure & Methodology visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_d11] = '1',no,yes,yes,
po_d11_vis,Is the basis for Data Infrastructure & Methodology visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_d11] = '1',no,yes,yes,
po_d11_vis,Is the basis for Data Infrastructure & Methodology visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_d11] = '1',no,yes,yes,
po_d12_label,<strong>Unclear from Register Entry</strong><br>Use only where the project title and dataset field together do not provide enough evidence to assign any substantive domain. ,project_owner,descriptive,,,,optional/display,[prop_d12] = '1',no,yes,no,
po_d12_fit,Does Unclear from Register Entry describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_d12] = '1',no,yes,yes,
po_d12_fit,Does Unclear from Register Entry describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_d12] = '1',no,yes,yes,
po_d12_fit,Does Unclear from Register Entry describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_d12] = '1',no,yes,yes,
po_d12_vis,Is the basis for Unclear from Register Entry visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_d12] = '1',no,yes,yes,
po_d12_vis,Is the basis for Unclear from Register Entry visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_d12] = '1',no,yes,yes,
po_d12_vis,Is the basis for Unclear from Register Entry visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_d12] = '1',no,yes,yes,
po_d12_vis,Is the basis for Unclear from Register Entry visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_d12] = '1',no,yes,yes,
po_p01_label,"<strong>Descriptive Monitoring</strong><br>Research whose analytical purpose is to measure and characterise a phenomenon — its level, prevalence,  distribution, composition, profile, trend, or pattern — including how it varies across places, populations,  or time, without primarily testing an exposure-outcome relationship or evaluating a named intervention.",project_owner,descriptive,,,,optional/display,[prop_p01] = '1',no,yes,no,
po_p01_fit,Does Descriptive Monitoring describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_p01] = '1',no,yes,yes,
po_p01_fit,Does Descriptive Monitoring describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_p01] = '1',no,yes,yes,
po_p01_fit,Does Descriptive Monitoring describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_p01] = '1',no,yes,yes,
po_p01_vis,Is the basis for Descriptive Monitoring visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_p01] = '1',no,yes,yes,
po_p01_vis,Is the basis for Descriptive Monitoring visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_p01] = '1',no,yes,yes,
po_p01_vis,Is the basis for Descriptive Monitoring visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_p01] = '1',no,yes,yes,
po_p01_vis,Is the basis for Descriptive Monitoring visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_p01] = '1',no,yes,yes,
po_p02_label,"<strong>Outcome Tracking</strong><br>Research that links a naturally occurring exposure, condition, event, status, characteristic, or circumstance to a downstream outcome.",project_owner,descriptive,,,,optional/display,[prop_p02] = '1',no,yes,no,
po_p02_fit,Does Outcome Tracking describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_p02] = '1',no,yes,yes,
po_p02_fit,Does Outcome Tracking describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_p02] = '1',no,yes,yes,
po_p02_fit,Does Outcome Tracking describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_p02] = '1',no,yes,yes,
po_p02_vis,Is the basis for Outcome Tracking visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_p02] = '1',no,yes,yes,
po_p02_vis,Is the basis for Outcome Tracking visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_p02] = '1',no,yes,yes,
po_p02_vis,Is the basis for Outcome Tracking visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_p02] = '1',no,yes,yes,
po_p02_vis,Is the basis for Outcome Tracking visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_p02] = '1',no,yes,yes,
po_p03_label,"<strong>Life-Course / Trajectory Analysis</strong><br>Research that follows individuals, cohorts, households, firms, or cases across extended time periods, transitions,  or life stages to understand trajectories, progression, mobility, or cumulative outcomes.",project_owner,descriptive,,,,optional/display,[prop_p03] = '1',no,yes,no,
po_p03_fit,Does Life-Course / Trajectory Analysis describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_p03] = '1',no,yes,yes,
po_p03_fit,Does Life-Course / Trajectory Analysis describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_p03] = '1',no,yes,yes,
po_p03_fit,Does Life-Course / Trajectory Analysis describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_p03] = '1',no,yes,yes,
po_p03_vis,Is the basis for Life-Course / Trajectory Analysis visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_p03] = '1',no,yes,yes,
po_p03_vis,Is the basis for Life-Course / Trajectory Analysis visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_p03] = '1',no,yes,yes,
po_p03_vis,Is the basis for Life-Course / Trajectory Analysis visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_p03] = '1',no,yes,yes,
po_p03_vis,Is the basis for Life-Course / Trajectory Analysis visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_p03] = '1',no,yes,yes,
po_p04_label,"<strong>Service Interaction / Systems Analysis</strong><br>Research focused on how people, cases, families, or organisations move through, use, access, or are processed by public service systems.",project_owner,descriptive,,,,optional/display,[prop_p04] = '1',no,yes,no,
po_p04_fit,Does Service Interaction / Systems Analysis describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_p04] = '1',no,yes,yes,
po_p04_fit,Does Service Interaction / Systems Analysis describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_p04] = '1',no,yes,yes,
po_p04_fit,Does Service Interaction / Systems Analysis describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_p04] = '1',no,yes,yes,
po_p04_vis,Is the basis for Service Interaction / Systems Analysis visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_p04] = '1',no,yes,yes,
po_p04_vis,Is the basis for Service Interaction / Systems Analysis visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_p04] = '1',no,yes,yes,
po_p04_vis,Is the basis for Service Interaction / Systems Analysis visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_p04] = '1',no,yes,yes,
po_p04_vis,Is the basis for Service Interaction / Systems Analysis visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_p04] = '1',no,yes,yes,
po_p05_label,"<strong>Policy Evaluation / Impact Analysis</strong><br>Research that evaluates the effects, impacts, implementation, or consequences of a specific named policy, programme, regulation, intervention, scheme, or institutional change.",project_owner,descriptive,,,,optional/display,[prop_p05] = '1',no,yes,no,
po_p05_fit,Does Policy Evaluation / Impact Analysis describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_p05] = '1',no,yes,yes,
po_p05_fit,Does Policy Evaluation / Impact Analysis describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_p05] = '1',no,yes,yes,
po_p05_fit,Does Policy Evaluation / Impact Analysis describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_p05] = '1',no,yes,yes,
po_p05_vis,Is the basis for Policy Evaluation / Impact Analysis visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_p05] = '1',no,yes,yes,
po_p05_vis,Is the basis for Policy Evaluation / Impact Analysis visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_p05] = '1',no,yes,yes,
po_p05_vis,Is the basis for Policy Evaluation / Impact Analysis visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_p05] = '1',no,yes,yes,
po_p05_vis,Is the basis for Policy Evaluation / Impact Analysis visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_p05] = '1',no,yes,yes,
po_p06_label,"<strong>Risk Prediction / Early Identification</strong><br>Research with an explicit predictive or early-identification design focused on predicting risk, identifying at-risk  individuals or groups, building risk scores, developing screening tools, or prospectively targeting people or places  before or as an adverse outcome emerges.",project_owner,descriptive,,,,optional/display,[prop_p06] = '1',no,yes,no,
po_p06_fit,Does Risk Prediction / Early Identification describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_p06] = '1',no,yes,yes,
po_p06_fit,Does Risk Prediction / Early Identification describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_p06] = '1',no,yes,yes,
po_p06_fit,Does Risk Prediction / Early Identification describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_p06] = '1',no,yes,yes,
po_p06_vis,Is the basis for Risk Prediction / Early Identification visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_p06] = '1',no,yes,yes,
po_p06_vis,Is the basis for Risk Prediction / Early Identification visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_p06] = '1',no,yes,yes,
po_p06_vis,Is the basis for Risk Prediction / Early Identification visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_p06] = '1',no,yes,yes,
po_p06_vis,Is the basis for Risk Prediction / Early Identification visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_p06] = '1',no,yes,yes,
po_p07_label,"<strong>Methodological / Infrastructure Research</strong><br>Research whose primary purpose is to develop, test, validate, improve, or document methods, data infrastructure, measurement frameworks, linkage approaches,
 survey methods, or data assets. ",project_owner,descriptive,,,,optional/display,[prop_p07] = '1',no,yes,no,
po_p07_fit,Does Methodological / Infrastructure Research describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_p07] = '1',no,yes,yes,
po_p07_fit,Does Methodological / Infrastructure Research describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_p07] = '1',no,yes,yes,
po_p07_fit,Does Methodological / Infrastructure Research describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_p07] = '1',no,yes,yes,
po_p07_vis,Is the basis for Methodological / Infrastructure Research visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_p07] = '1',no,yes,yes,
po_p07_vis,Is the basis for Methodological / Infrastructure Research visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_p07] = '1',no,yes,yes,
po_p07_vis,Is the basis for Methodological / Infrastructure Research visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_p07] = '1',no,yes,yes,
po_p07_vis,Is the basis for Methodological / Infrastructure Research visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_p07] = '1',no,yes,yes,
po_p08_label,<strong>Unclear from Register Entry</strong><br>Use where the project title and datasets do not provide enough information to infer the analytical purpose. ,project_owner,descriptive,,,,optional/display,[prop_p08] = '1',no,yes,no,
po_p08_fit,Does Unclear from Register Entry describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_p08] = '1',no,yes,yes,
po_p08_fit,Does Unclear from Register Entry describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_p08] = '1',no,yes,yes,
po_p08_fit,Does Unclear from Register Entry describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_p08] = '1',no,yes,yes,
po_p08_vis,Is the basis for Unclear from Register Entry visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_p08] = '1',no,yes,yes,
po_p08_vis,Is the basis for Unclear from Register Entry visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_p08] = '1',no,yes,yes,
po_p08_vis,Is the basis for Unclear from Register Entry visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_p08] = '1',no,yes,yes,
po_p08_vis,Is the basis for Unclear from Register Entry visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_p08] = '1',no,yes,yes,
po_t01_label,"<strong>Demographic disparities / equity tag</strong><br>A cross-cutting tag for projects whose research question centres on comparing outcomes, experiences, risks, access, or trajectories across demographic or equality-relevant groups.",project_owner,descriptive,,,,optional/display,[prop_t01] = '1',no,yes,no,
po_t01_fit,Does Demographic disparities / equity tag describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_t01] = '1',no,yes,yes,
po_t01_fit,Does Demographic disparities / equity tag describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_t01] = '1',no,yes,yes,
po_t01_fit,Does Demographic disparities / equity tag describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_t01] = '1',no,yes,yes,
po_t01_vis,Is the basis for Demographic disparities / equity tag visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_t01] = '1',no,yes,yes,
po_t01_vis,Is the basis for Demographic disparities / equity tag visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_t01] = '1',no,yes,yes,
po_t01_vis,Is the basis for Demographic disparities / equity tag visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_t01] = '1',no,yes,yes,
po_t01_vis,Is the basis for Demographic disparities / equity tag visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_t01] = '1',no,yes,yes,
po_t02_label,"<strong>COVID-19 &amp; Pandemic</strong><br>A cross-cutting tag for projects where COVID-19, the COVID-19 pandemic, pandemic conditions, infection surveillance, vaccination, lockdowns, social distancing, pandemic-related public support, or pandemic consequences are a central condition or lens for the research question.",project_owner,descriptive,,,,optional/display,[prop_t02] = '1',no,yes,no,
po_t02_fit,Does COVID-19 & Pandemic describe the actual project?,project_owner,radio,1,Fits,,conditional,[prop_t02] = '1',no,yes,yes,
po_t02_fit,Does COVID-19 & Pandemic describe the actual project?,project_owner,radio,2,Does not fit,,conditional,[prop_t02] = '1',no,yes,yes,
po_t02_fit,Does COVID-19 & Pandemic describe the actual project?,project_owner,radio,3,Unsure,,conditional,[prop_t02] = '1',no,yes,yes,
po_t02_vis,Is the basis for COVID-19 & Pandemic visible in the public register entry?,project_owner,radio,1,Clearly visible,,conditional,[prop_t02] = '1',no,yes,yes,
po_t02_vis,Is the basis for COVID-19 & Pandemic visible in the public register entry?,project_owner,radio,2,Partly visible,,conditional,[prop_t02] = '1',no,yes,yes,
po_t02_vis,Is the basis for COVID-19 & Pandemic visible in the public register entry?,project_owner,radio,3,Not visible,,conditional,[prop_t02] = '1',no,yes,yes,
po_t02_vis,Is the basis for COVID-19 & Pandemic visible in the public register entry?,project_owner,radio,4,Unsure,,conditional,[prop_t02] = '1',no,yes,yes,
po_miss_domain,Is any Research Domain missing?,project_owner,radio,0,No,,required,,no,yes,yes,
po_miss_domain,Is any Research Domain missing?,project_owner,radio,1,Yes,,required,,no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,1,Labour Market & Employment,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,2,Education & Skills,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,3,Health & Social Care,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,4,Crime & Justice,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,5,Business & Productivity,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,6,"Poverty, Wealth & Living Standards",,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,7,Housing & Planning,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,8,Migration & Demographics,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,9,Environment & Agriculture,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,10,Public Finance & Taxation,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_domains,Which Research Domain label(s) are missing?,project_owner,checkbox,11,Data Infrastructure & Methodology,,conditional,[po_miss_domain] = '1',no,yes,yes,
po_miss_purpose,Is any Analytical Purpose missing?,project_owner,radio,0,No,,required,,no,yes,yes,
po_miss_purpose,Is any Analytical Purpose missing?,project_owner,radio,1,Yes,,required,,no,yes,yes,
po_miss_purposes,Which Analytical Purpose label(s) are missing?,project_owner,checkbox,1,Descriptive Monitoring,,conditional,[po_miss_purpose] = '1',no,yes,yes,
po_miss_purposes,Which Analytical Purpose label(s) are missing?,project_owner,checkbox,2,Outcome Tracking,,conditional,[po_miss_purpose] = '1',no,yes,yes,
po_miss_purposes,Which Analytical Purpose label(s) are missing?,project_owner,checkbox,3,Life-Course / Trajectory Analysis,,conditional,[po_miss_purpose] = '1',no,yes,yes,
po_miss_purposes,Which Analytical Purpose label(s) are missing?,project_owner,checkbox,4,Service Interaction / Systems Analysis,,conditional,[po_miss_purpose] = '1',no,yes,yes,
po_miss_purposes,Which Analytical Purpose label(s) are missing?,project_owner,checkbox,5,Policy Evaluation / Impact Analysis,,conditional,[po_miss_purpose] = '1',no,yes,yes,
po_miss_purposes,Which Analytical Purpose label(s) are missing?,project_owner,checkbox,6,Risk Prediction / Early Identification,,conditional,[po_miss_purpose] = '1',no,yes,yes,
po_miss_purposes,Which Analytical Purpose label(s) are missing?,project_owner,checkbox,7,Methodological / Infrastructure Research,,conditional,[po_miss_purpose] = '1',no,yes,yes,
po_miss_tag,Is any cross-cutting tag missing?,project_owner,radio,0,No,,required,,no,yes,yes,
po_miss_tag,Is any cross-cutting tag missing?,project_owner,radio,1,Yes,,required,,no,yes,yes,
po_miss_tags,Which cross-cutting tag(s) are missing?,project_owner,checkbox,1,Demographic disparities / equity tag,,conditional,[po_miss_tag] = '1',no,yes,yes,
po_miss_tags,Which cross-cutting tag(s) are missing?,project_owner,checkbox,2,COVID-19 & Pandemic,,conditional,[po_miss_tag] = '1',no,yes,yes,
po_sufficiency,Public register-entry sufficiency,project_owner,radio,1,Sufficient,,required,,no,yes,yes,
po_sufficiency,Public register-entry sufficiency,project_owner,radio,2,Partial,,required,,no,yes,yes,
po_sufficiency,Public register-entry sufficiency,project_owner,radio,3,Insufficient,,required,,no,yes,yes,
po_taxonomy_fit,Taxonomy fit,project_owner,radio,1,Fit,,required,,no,yes,yes,
po_taxonomy_fit,Taxonomy fit,project_owner,radio,2,Partial Fit,,required,,no,yes,yes,
po_taxonomy_fit,Taxonomy fit,project_owner,radio,3,No Fit,,required,,no,yes,yes,
po_tax_issue,Taxonomy issue type,project_owner,checkbox,1,Missing or inadequately represented category,,conditional,[po_taxonomy_fit] = '2' or [po_taxonomy_fit] = '3',no,yes,yes,
po_tax_issue,Taxonomy issue type,project_owner,checkbox,2,Ambiguous or overlapping category boundaries,,conditional,[po_taxonomy_fit] = '2' or [po_taxonomy_fit] = '3',no,yes,yes,
po_tax_issue,Taxonomy issue type,project_owner,checkbox,5,Other taxonomy problem,,conditional,[po_taxonomy_fit] = '2' or [po_taxonomy_fit] = '3',no,yes,yes,
