Record ID,Project ID,Title,gpt_status,domains_exact_match,domains_jaccard,purposes_exact_match,purposes_jaccard,covid_tag_match,disparities_tag_match,tag_set_match,any_tag_set_match,tag_only_disagreement,DISAGREE,fable_domains,gpt_domains,fable_purposes,gpt_purposes,fable_tags,gpt_tags,fable_rationale,gpt_rationale,gpt_validation_error,disagreement_layer
2021/152,2021/152,Modelling mortality risk using socio-economic variations,ok,False,0.0,True,1.0,True,True,True,True,False,True,Migration & Demographics,Health & Social Care,Outcome Tracking,Outcome Tracking,,,"Assigned Migration & Demographics because the project models mortality using death registrations, treating mortality as a population/demographic outcome rather than a clinical one; Outcome Tracking because it links naturally occurring socio-economic variation to mortality outcomes; no tag because the comparison is socioeconomic rather than across a demographic equality-relevant group and no pandemic framing is present.",Assigned Health & Social Care because the title models mortality risk using death registrations as the outcome; Outcome Tracking because it links socio-economic variation to mortality risk rather than evaluating a policy or building an explicit screening tool; no tag because socio-economic variation alone is not a demographic-equity comparison and COVID-19 is not mentioned.,,domains-only
2021/155,2021/155,Improving regional capital investment statistics,ok,False,0.5,True,1.0,True,True,True,True,False,True,Data Infrastructure & Methodology; Business & Productivity,Data Infrastructure & Methodology,Methodological / Infrastructure Research,Methodological / Infrastructure Research,,,Assigned Data Infrastructure & Methodology and Business & Productivity because the project's object is improving regional capital investment statistics derived from capital expenditure and business surveys; Methodological / Infrastructure Research because the operation is developing and improving statistical estimates; no tag because no demographic or pandemic lens appears in the entry.,Assigned Data Infrastructure & Methodology because the title is about improving regional capital investment statistics using capital-expenditure and business survey datasets; Methodological / Infrastructure Research because improving statistical measures is the main analytical operation; no tag because no demographic-equity or COVID-19 lens is indicated.,,domains-only
2021/169,2021/169,Impacts of Low-Emission Zone and Congestion Charge Zone on Businesses,ok,False,0.5,True,1.0,True,True,True,True,False,True,Business & Productivity,Business & Productivity; Environment & Agriculture,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Business & Productivity because firm-level impacts are the substantive object, measured with the Business Structure Database and Annual Respondents Database; Policy Evaluation / Impact Analysis because the project estimates impacts of named Low-Emission Zone and Congestion Charge Zone schemes; no tag because no demographic or pandemic lens is central.",Assigned Business & Productivity and Environment & Agriculture because the title studies business impacts of Low-Emission Zone and Congestion Charge Zone policies using business datasets; Policy Evaluation / Impact Analysis because it assesses the impacts of specific zone-based policy interventions; no tag because neither COVID-19 nor demographic equity comparisons are central.,,domains-only
2021/173,2021/173,The impact of recent welfare reforms on labour market outcomes,ok,False,0.5,True,1.0,True,True,True,True,False,True,"Labour Market & Employment; Poverty, Wealth & Living Standards",Labour Market & Employment,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Labour Market & Employment and Poverty, Wealth & Living Standards because the project studies labour market outcomes of welfare/benefit reforms using the Annual Population Survey; Policy Evaluation / Impact Analysis because it estimates the impact of named recent welfare reforms; no tag because no demographic or pandemic lens is central.",Assigned Labour Market & Employment because the title focuses on labour market outcomes using the Annual Population Survey; Policy Evaluation / Impact Analysis because it studies the impact of recent welfare reforms; no tag because neither COVID-19 nor demographic equity comparisons are central.,,domains-only
2021/174,2021/174,Impact of austerity policies and racism on health inequalities observed during the covid-19 pandemic,ok,False,0.5,True,1.0,True,True,True,True,False,True,Health & Social Care,Health & Social Care; Public Finance & Taxation,Policy Evaluation / Impact Analysis; Outcome Tracking,Policy Evaluation / Impact Analysis; Outcome Tracking,COVID-19 & Pandemic; Demographic disparities / equity tag,Demographic disparities / equity tag; COVID-19 & Pandemic,"Assigned Health & Social Care because health inequalities are the substantive outcome, studied with the Public Health Research Database and Understanding Society; Policy Evaluation / Impact Analysis and Outcome Tracking because the project assesses impacts of austerity policies and links racism as an exposure to health outcomes; COVID-19 & Pandemic and Demographic disparities / equity tags because pandemic-era inequalities and racism are central lenses of the research question.","Assigned Health & Social Care and Public Finance & Taxation because the title studies health inequalities in relation to austerity policies using public health and Understanding Society data; Policy Evaluation / Impact Analysis and Outcome Tracking because it assesses austerity policies and racism as influences on health inequalities; Demographic disparities / equity tag and COVID-19 & Pandemic because racism, health inequalities and the COVID-19 pandemic are explicit central lenses.",,domains-only
2021/177,2021/177,The role of social and natural capital as key determinants of sustainable prosperity,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,Business & Productivity; Environment & Agriculture,Environment & Agriculture; Business & Productivity; Labour Market & Employment,Outcome Tracking,Outcome Tracking,,,"Assigned Business & Productivity and Environment & Agriculture because the project examines social and natural capital as determinants of sustainable prosperity using business, capital stock, and labour force surveys; Outcome Tracking because it links capital endowments as exposures to prosperity outcomes rather than evaluating a named policy; no tag because no demographic or pandemic lens is central.","Assigned Environment & Agriculture, Business & Productivity and Labour Market & Employment because the title centres natural capital and sustainable prosperity and the datasets include business, capital stock and labour force sources; Outcome Tracking because it examines social and natural capital as determinants of prosperity outcomes; no tag because neither COVID-19 nor demographic equity comparisons are central.",,domains-only
2021/184,2021/184,IFoA mortality by cause dataset,ok,False,0.5,True,1.0,True,True,True,True,False,True,Health & Social Care; Data Infrastructure & Methodology,Data Infrastructure & Methodology,Methodological / Infrastructure Research,Methodological / Infrastructure Research,,,"Assigned Health & Social Care and Data Infrastructure & Methodology because the project builds an actuarial cause-of-death mortality dataset from death registrations, making both mortality and the data asset itself the objects of study; Methodological / Infrastructure Research because constructing and documenting the dataset is the visible analytical operation; no tag because no demographic-equity or pandemic framing appears.",Assigned Data Infrastructure & Methodology because the title is the creation or use of an IFoA mortality-by-cause dataset from death registrations; Methodological / Infrastructure Research because the central output is a dataset rather than a substantive exposure-outcome analysis; no tag because no demographic-equity or COVID-19 lens is indicated.,,domains-only
2021/186,2021/186,Understanding sub-national graduates mobility in the years after graduation.,ok,False,0.3333333333333333,True,1.0,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Education & Skills; Migration & Demographics,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,,,Assigned Education & Skills and Labour Market & Employment because the project studies graduates' geographic mobility and education-to-work outcomes using LEO linked with employment survey data; Life-Course / Trajectory Analysis because it follows graduates through the years after graduation to understand mobility pathways; no tag because no demographic-equity or pandemic lens is evident.,Assigned Education & Skills and Migration & Demographics because the title studies graduates’ sub-national mobility in the years after graduation using LEO and population/employment datasets; Life-Course / Trajectory Analysis because it follows graduates’ mobility after an education transition over time; no tag because no demographic-equity or COVID-19 lens is indicated.,,domains-only
2022/002,2022/002,"Environmental quality, residential mobility and human capital in the United Kingdom",ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,Environment & Agriculture; Housing & Planning,Environment & Agriculture; Housing & Planning; Education & Skills,Outcome Tracking,Outcome Tracking,,,Assigned Environment & Agriculture and Housing & Planning because environmental quality and residential mobility are the substantive mechanisms named in the title; Outcome Tracking because the design links naturally occurring environmental conditions to mobility and human capital outcomes; no tag because no equity or pandemic lens is present.,"Assigned Environment & Agriculture, Housing & Planning and Education & Skills because the title links environmental quality, residential mobility and human capital in the United Kingdom; Outcome Tracking because it examines relationships between environmental quality, mobility and human-capital outcomes rather than a named intervention; no tag because no demographic-equity or COVID-19 lens is indicated.",,domains-only
2022/004,2022/004,"Search, skills, and satisfaction: employment and well-being of refugees in the UK",ok,False,0.5,True,1.0,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment; Health & Social Care,Descriptive Monitoring,Descriptive Monitoring,Demographic disparities / equity tag,Demographic disparities / equity tag,"Assigned Labour Market & Employment because the project studies job search, skills, employment and well-being outcomes using the Labour Force Survey and Annual Population Survey; Descriptive Monitoring because it profiles employment and well-being levels of refugees rather than testing a specific intervention; Demographic disparities tag because refugee status is the central comparative lens of the research question.","Assigned Labour Market & Employment and Health & Social Care because the title studies employment and well-being of refugees using labour-force and population surveys; Descriptive Monitoring because it profiles employment, skills, satisfaction and well-being rather than naming an intervention or prediction design; Demographic disparities / equity tag because refugees are a migrant/refugee-status group central to the research question.",,domains-only
2022/026,2022/026,An investigation into the location decisions of young professionals in urban areas,ok,False,0.3333333333333333,True,1.0,True,True,True,True,False,True,Housing & Planning; Labour Market & Employment,Housing & Planning; Migration & Demographics,Outcome Tracking,Outcome Tracking,,,"Assigned Housing & Planning because residential location decisions in urban areas are the substantive object, and Labour Market & Employment because earnings and firm data (ASHE, BSD) indicate labour-market drivers of geographic mobility of young professionals; Outcome Tracking because the project links naturally occurring characteristics of places and workers (wages, crime, amenities) to location outcomes; no tag because age group is a study population, not an equality comparison, and no pandemic framing appears.","Assigned Housing & Planning and Migration & Demographics because the title focuses on location decisions of young professionals in urban areas, supported by geography, household, crime, earnings, and business datasets; Outcome Tracking because it implies analysing factors associated with location choices; no tag because young professionals define the study population rather than a central demographic disparity comparison.",,domains-only
2022/032,2022/032,Belfast City Centre Connectivity Wellbeing Research,ok,False,0.5,True,1.0,True,True,True,True,False,True,Health & Social Care,Housing & Planning; Health & Social Care,Outcome Tracking,Outcome Tracking,,,Assigned Health & Social Care because wellbeing is the substantive outcome studied via Understanding Society survey data with geography files; Outcome Tracking because the design links city-centre connectivity as a circumstance to wellbeing outcomes; no tag because no demographic-equity or pandemic lens is evident from the entry.,"Assigned Housing & Planning and Health & Social Care because the title links Belfast city-centre connectivity, a place and planning-related feature, with wellbeing using Understanding Society data; Outcome Tracking because it implies assessing the relationship between connectivity and wellbeing; no tag because no demographic disparity or pandemic lens is indicated.",,domains-only
2022/033,2022/033,The Impact of Universal Credit on Employment,ok,False,0.3333333333333333,True,1.0,True,True,True,True,False,True,"Labour Market & Employment; Poverty, Wealth & Living Standards",Labour Market & Employment; Public Finance & Taxation,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Labour Market & Employment and Poverty, Wealth & Living Standards because the project studies employment effects of Universal Credit, a benefit reform, using the Labour Force Survey; Policy Evaluation / Impact Analysis because the title explicitly estimates the impact of a named welfare policy; no tag because no demographic-equity or pandemic lens is central.","Assigned Labour Market & Employment and Public Finance & Taxation because the title studies Universal Credit, a fiscal transfer policy, and its impact on employment using the Labour Force Survey; Policy Evaluation / Impact Analysis because it explicitly estimates the impact of a named policy; no tag because no demographic disparity or pandemic lens is indicated.",,domains-only
2022/035,2022/035,BDUK Voucher Schemes - Evaluation of Impacts and Benefits,ok,False,0.5,True,1.0,True,True,True,True,False,True,Business & Productivity; Labour Market & Employment,Business & Productivity,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,Assigned Business & Productivity and Labour Market & Employment because the BDUK broadband voucher schemes are assessed for impacts on firms (Business Structure Database) and workers' earnings (ASHE); Policy Evaluation / Impact Analysis because the title explicitly evaluates impacts and benefits of a named government scheme; no tag because no demographic-equity or pandemic lens is evident.,Assigned Business & Productivity because the BDUK voucher schemes are evaluated using business and earnings datasets including the Business Structure Database and ASHE; Policy Evaluation / Impact Analysis because the title explicitly states evaluation of impacts and benefits of named voucher schemes; no tag because no demographic disparity or pandemic lens is indicated.,,domains-only
2022/037,2022/037,"Austerity cuts, police station closures and crime",ok,False,0.5,True,1.0,True,True,True,True,False,True,Crime & Justice,Crime & Justice; Public Finance & Taxation,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,Assigned Crime & Justice because the project studies crime outcomes in relation to policing infrastructure using the Crime Survey for England and Wales; Policy Evaluation / Impact Analysis because austerity cuts and police station closures are deliberate policy changes whose effects on crime are being assessed; no tag because no demographic-equity or pandemic lens is evident.,Assigned Crime & Justice and Public Finance & Taxation because the title links crime to austerity cuts and police station closures using the Crime Survey for England and Wales; Policy Evaluation / Impact Analysis because it examines the effects of public spending cuts and institutional closures on crime; no tag because no demographic-equity or COVID-19 lens is indicated.,,domains-only
2022/040,2022/040,Labour force analysis: Determinants of staff turnover in the home care sector in England,ok,False,0.5,True,1.0,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment; Health & Social Care,Outcome Tracking,Outcome Tracking,,,"Assigned Labour Market & Employment because staff turnover, retention, and labour force composition in the home care workforce are the substantive object, analysed via the Annual Population Survey; Outcome Tracking because the project links workforce characteristics and conditions (determinants) to the downstream outcome of turnover; no tag because no demographic-equity or pandemic lens is central.",Assigned Labour Market & Employment and Health & Social Care because the title studies staff turnover in the home care sector using the Annual Population Survey; Outcome Tracking because it examines determinants of turnover as factors linked to an employment outcome; no tag because no demographic-equity or COVID-19 lens is indicated.,,domains-only
2022/047,2022/047,Effects of Universal Credit on children's academic and behavioural outcomes,ok,False,0.5,True,1.0,True,True,True,True,False,True,"Education & Skills; Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards; Public Finance & Taxation; Education & Skills; Health & Social Care",Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Education & Skills and Poverty, Wealth & Living Standards because the project studies children's academic and behavioural outcomes under the Universal Credit benefit reform using Understanding Society; Policy Evaluation / Impact Analysis because Universal Credit is a named policy whose effects are being estimated; no tag because no demographic-group comparison or pandemic framing is central.","Assigned Poverty, Wealth & Living Standards, Public Finance & Taxation, Education & Skills, and Health & Social Care because Universal Credit is a welfare benefit/fiscal transfer and the outcomes are children's academic and behavioural outcomes in Understanding Society; Policy Evaluation / Impact Analysis because the title asks about the effects of the named Universal Credit policy; no cross-cutting tag because no demographic-equity or COVID-19 lens is explicit.",,domains-only
2022/048,2022/048,The long-term consequences of long-term disadvantage and poor early literacy skills,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,"Education & Skills; Poverty, Wealth & Living Standards","Education & Skills; Labour Market & Employment; Poverty, Wealth & Living Standards",Life-Course / Trajectory Analysis; Outcome Tracking,Outcome Tracking; Life-Course / Trajectory Analysis,,,"Assigned Education & Skills and Poverty, Wealth & Living Standards because poor early literacy skills and long-term disadvantage are the joint exposures studied via the LEO education-earnings dataset; Life-Course / Trajectory Analysis and Outcome Tracking because the project follows long-run consequences of early-life circumstances into later education and labour market outcomes; no tag because no demographic-equity comparison or pandemic condition is central.","Assigned Education & Skills, Labour Market & Employment, and Poverty, Wealth & Living Standards because the title centres poor early literacy skills and long-term disadvantage and uses LEO education, DWP and HMRC data for later outcomes; Outcome Tracking and Life-Course / Trajectory Analysis because it follows early disadvantage and literacy exposures to long-term downstream consequences; no cross-cutting tag because the entry does not specify a demographic-equity or COVID-19 lens.",,domains-only
2022/058,2022/058,Understanding Student Drug Use: A Pilot Study,ok,False,0.5,True,1.0,True,True,True,True,False,True,Crime & Justice,Crime & Justice; Health & Social Care,Descriptive Monitoring,Descriptive Monitoring,,,Assigned Crime & Justice because student illicit drug use is studied via the Crime Survey for England and Wales drug use data; Descriptive Monitoring because the pilot aims to understand and profile the prevalence and patterns of student drug use; no tag because no pandemic or demographic-equity lens is central.,Assigned Crime & Justice and Health & Social Care because student drug use is an illicit-drug/public-health behaviour studied with the Crime Survey for England and Wales; Descriptive Monitoring because the pilot study is framed as understanding student drug-use patterns rather than evaluation or prediction; no cross-cutting tag because it studies students as the population of interest without an explicit demographic-equity or COVID-19 comparison.,,domains-only
2022/062,2022/062,"Covid-19, Labour Productivity and Regional Polarisation",ok,False,0.0,True,1.0,True,True,True,True,False,True,Labour Market & Employment,Business & Productivity,Outcome Tracking,Outcome Tracking,COVID-19 & Pandemic,COVID-19 & Pandemic,"Assigned Labour Market & Employment because labour productivity and regional labour-market polarisation are studied using worker-level earnings and population surveys (ASHE, APS); Outcome Tracking because the pandemic is analysed as an exposure affecting productivity and regional polarisation outcomes; COVID-19 & Pandemic tag because Covid-19 is explicitly central to the research framing.","Assigned Business & Productivity because the title focuses on labour productivity and regional polarisation, supported by APS and ASHE labour/economic datasets; Outcome Tracking because COVID-19 is framed as a condition linked to productivity and regional outcomes; COVID-19 & Pandemic because COVID-19 is explicit and central in the title.",,domains-only
2022/072,2022/072,"Research into benefits, benefit reform and interactions with benefits",ok,False,0.5,True,1.0,True,True,True,True,False,True,"Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards; Public Finance & Taxation",Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,Demographic disparities / equity tag,Demographic disparities / equity tag,"Assigned Poverty, Wealth & Living Standards because the project centres on benefits and benefit receipt as household resources; Policy Evaluation / Impact Analysis because benefit reform and its interactions are the object of the research; Demographic disparities / equity tag because the Racial Disparity Audit Data indicates a central focus on disparities across ethnic groups.","Assigned Poverty, Wealth & Living Standards and Public Finance & Taxation because the title centres on benefits, benefit reform and interactions with benefits; Policy Evaluation / Impact Analysis because benefit reform indicates analysis of deliberate welfare-policy change; Demographic disparities / equity tag because the project uses the Racial Disparity Audit Data for a benefits-related question.",,domains-only
2022/088,2022/088,Trade shocks and consumer prices,ok,False,0.5,True,1.0,True,True,True,True,False,True,Business & Productivity,"Business & Productivity; Poverty, Wealth & Living Standards",Outcome Tracking,Outcome Tracking,,,Assigned Business & Productivity because the project studies trade shocks and price pass-through using firm structure and producer/consumer price index data; Outcome Tracking because it links a naturally occurring exposure (trade shocks) to a price outcome; no tag because no demographic or pandemic framing appears.,"Assigned Business & Productivity and Poverty, Wealth & Living Standards because the title links trade shocks to consumer prices using business, consumer price and producer price datasets; Outcome Tracking because it studies how trade shocks relate to downstream price outcomes; no tag because no demographic disparity or pandemic lens is indicated.",,domains-only
2022/089,2022/089,Seed Enterprise Investment Scheme Evaluation,ok,False,0.5,True,1.0,True,True,True,True,False,True,Business & Productivity,Business & Productivity; Public Finance & Taxation,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Business & Productivity because the Seed Enterprise Investment Scheme is a business-support scheme and outcomes are firm-level (innovation, capital expenditure, business performance datasets); Policy Evaluation / Impact Analysis because the title explicitly states an evaluation of a named scheme; no tag because no demographic or pandemic lens is present.","Assigned Business & Productivity and Public Finance & Taxation because the title evaluates the Seed Enterprise Investment Scheme, a business investment tax-relief scheme, using business, capital expenditure, e-commerce and innovation datasets; Policy Evaluation / Impact Analysis because the title explicitly describes a named scheme evaluation; no tag because no demographic disparity or COVID-19 lens is indicated.",,domains-only
2022/113,2022/113,Share Schemes Evaluation,ok,False,0.5,True,1.0,True,True,True,True,False,True,Business & Productivity; Public Finance & Taxation,Business & Productivity,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Business & Productivity and Public Finance & Taxation because the project evaluates tax-advantaged share schemes and their effects on firms, using firm-level Business Structure Database and longitudinal IDBR data; Policy Evaluation / Impact Analysis because the title is an explicit evaluation of a named scheme; no tag because no demographic or pandemic lens is evident.",Assigned Business & Productivity because the Share Schemes Evaluation uses business structure and longitudinal business register datasets to study firm-related schemes; Policy Evaluation / Impact Analysis because the title explicitly identifies an evaluation of share schemes; no tag because neither COVID-19 nor demographic equity is central.,,domains-only
2022/115,2022/115,Food policy to meet UK climate goals,ok,False,0.5,True,1.0,True,True,True,True,False,True,"Environment & Agriculture; Poverty, Wealth & Living Standards",Environment & Agriculture,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Environment & Agriculture because the project studies food policy in relation to UK climate goals, and Poverty, Wealth & Living Standards because the Consumer Prices Index and Living Costs and Food Survey indicate analysis of household food costs and consumption; Policy Evaluation / Impact Analysis because the analytical framing is assessing food policy options against climate objectives; no tag because no demographic-equity or pandemic lens is evident.",Assigned Environment & Agriculture because the title frames food policy in relation to UK climate goals and uses food and price-consumption data; Policy Evaluation / Impact Analysis because the project is about policy options or impacts for meeting climate goals; no cross-cutting tags because neither COVID-19 nor a demographic-equity lens is indicated.,,domains-only
2022/118,2022/118,STEM skills inequity across the UK,ok,False,0.5,True,1.0,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Education & Skills,Descriptive Monitoring,Descriptive Monitoring,,,"Assigned Education & Skills and Labour Market & Employment because STEM skills distribution in the workforce, measured through the Labour Force Survey, spans skills formation and labour-market composition; Descriptive Monitoring because the project profiles skills inequity across UK areas rather than testing an exposure-outcome relationship; no tag because the inequity framing appears geographic rather than centrally demographic.",Assigned Education & Skills because the title focuses on STEM skills inequity using person-level Labour Force Survey data; Descriptive Monitoring because it concerns the distribution of STEM skills inequity across the UK; no cross-cutting tags because the stated comparison is geographical rather than explicitly demographic or pandemic-related.,,domains-only
2022/121,2022/121,Children's places: how they can shape health and influence social and economic outcomes,ok,False,0.75,True,1.0,True,True,True,True,False,True,Health & Social Care; Education & Skills; Labour Market & Employment,"Health & Social Care; Education & Skills; Labour Market & Employment; Poverty, Wealth & Living Standards",Outcome Tracking; Life-Course / Trajectory Analysis,Outcome Tracking; Life-Course / Trajectory Analysis,,,"Assigned Health & Social Care, Education & Skills and Labour Market & Employment because the project studies how childhood places shape health, social and economic outcomes using LEO linked education-earnings data; Outcome Tracking and Life-Course / Trajectory Analysis because place-based exposures are linked to downstream outcomes over childhood-to-adulthood progression; no tag because demographic comparison and pandemic framing are not central.","Assigned Health & Social Care, Education & Skills, Labour Market & Employment, and Poverty, Wealth & Living Standards because the title links children’s places to health and social/economic outcomes and the LEO extract combines DfE, DWP, and HMRC education, employment/earnings, and benefit-related data; Outcome Tracking and Life-Course / Trajectory Analysis because it examines how childhood place conditions shape later outcomes over time; no cross-cutting tags because no explicit demographic-equity or COVID-19 lens is stated.",,domains-only
2022/141,2022/141,Analysis of employer skills gaps and hard to fill vacancies,ok,False,0.5,True,1.0,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment; Education & Skills,Descriptive Monitoring,Descriptive Monitoring,,,"Assigned Labour Market & Employment because skills gaps and hard-to-fill vacancies concern labour demand and skills mismatch, using the Employer Skill Survey; Descriptive Monitoring because the analysis characterises the prevalence and pattern of skills gaps and vacancies rather than testing an exposure or evaluating a policy; no tag because no demographic or pandemic framing appears.",Assigned Labour Market & Employment and Education & Skills because the title focuses on employer skills gaps and hard-to-fill vacancies using the Employer Skill Survey; Descriptive Monitoring because it analyses the prevalence or pattern of skills gaps and vacancies rather than a named intervention or prediction task; no tag because no demographic-equity or COVID-19 lens is indicated.,,domains-only
2022/144,2022/144,The housing market and the spatial allocation of credit constrained workers,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,Housing & Planning; Labour Market & Employment,"Labour Market & Employment; Poverty, Wealth & Living Standards; Housing & Planning",Outcome Tracking,Outcome Tracking,,,"Assigned Housing & Planning and Labour Market & Employment because the project studies how the housing market shapes the spatial allocation of credit-constrained workers, using ASHE and Understanding Society; Outcome Tracking because it links housing-market conditions to worker location and labour outcomes; no tag because no demographic comparison or pandemic condition is central.","Assigned Labour Market & Employment, Poverty, Wealth & Living Standards, and Housing & Planning because the title links the housing market to the spatial allocation of credit-constrained workers using earnings and household data; Outcome Tracking because it examines how housing-market and credit-constraint conditions relate to workers’ spatial allocation; no tag because no demographic-equity or COVID-19 lens is central.",,domains-only
2022/147,2022/147,The Socioeconomic Status and Integration of First and Second Generation Immigrants in the UK: The role of English language skills,ok,False,0.3333333333333333,True,1.0,True,True,True,True,False,True,Migration & Demographics; Labour Market & Employment,Education & Skills; Migration & Demographics,Outcome Tracking,Outcome Tracking,Demographic disparities / equity tag,Demographic disparities / equity tag,"Assigned Migration & Demographics and Labour Market & Employment because the project studies first- and second-generation immigrants' socioeconomic status and integration using the ONS Longitudinal Study; Outcome Tracking because English language skills, a naturally occurring characteristic, are linked to integration and socioeconomic outcomes; Demographic disparities tag because comparison between immigrant generations and the wider population is central to the research question.",Assigned Education & Skills and Migration & Demographics because the title studies first- and second-generation immigrants’ integration and the role of English language skills; Outcome Tracking because it links English language skills to socioeconomic status and integration outcomes; Demographic disparities / equity tag because immigrant generation status is central to the comparison.,,domains-only
2022/149,2022/149,Effect of Lone Parent Obligation,ok,False,0.5,True,1.0,True,True,True,True,False,True,"Labour Market & Employment; Poverty, Wealth & Living Standards",Labour Market & Employment,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Labour Market & Employment and Poverty, Wealth & Living Standards because the Lone Parent Obligation is a welfare-benefit conditionality reform aimed at moving lone parents into work, analysed via Labour Force Survey and Annual Population Survey data; Policy Evaluation / Impact Analysis because the project estimates the effect of a named policy; no tag because lone-parent status functions as the policy target group rather than a demographic equity comparison.",Assigned Labour Market & Employment because the Lone Parent Obligation is studied with Labour Force Survey and Annual Population Survey labour-market datasets; Policy Evaluation / Impact Analysis because the title asks for the effect of a named welfare-to-work policy; no tag because the entry centres lone-parent policy effects rather than a listed demographic-equity comparison.,,domains-only
2022/163,2022/163,Health and education outcomes of first and second generation migrant children in England and Wales,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,Health & Social Care; Education & Skills,Health & Social Care; Education & Skills; Migration & Demographics,Outcome Tracking,Outcome Tracking,Demographic disparities / equity tag,Demographic disparities / equity tag,Assigned Health & Social Care and Education & Skills because the title studies health and education outcomes as the substantive objects; Outcome Tracking because migrant generational status is a naturally occurring characteristic linked to downstream outcomes using the ONS Longitudinal Study; Demographic disparities tag because comparing first and second generation migrant children is central to the research question.,"Assigned Health & Social Care, Education & Skills and Migration & Demographics because the title studies health and education outcomes of first- and second-generation migrant children in England and Wales using the longitudinal study; Outcome Tracking because migrant generation status is linked to downstream health and education outcomes; Demographic disparities / equity tag because migrant generation is the central comparison lens.",,domains-only
2022/165,2022/165,Non-opiate and cannabis drug use in ethnic minority communities,ok,False,0.5,True,1.0,True,True,True,True,False,True,Health & Social Care; Crime & Justice,Health & Social Care,Descriptive Monitoring,Descriptive Monitoring,Demographic disparities / equity tag,Demographic disparities / equity tag,Assigned Health & Social Care and Crime & Justice because illicit drug use is both a substance-use/public-health issue and an offending behaviour measured through the Crime Survey for England and Wales; Descriptive Monitoring because the project profiles patterns of drug use in specific communities rather than testing an exposure-outcome relationship; Demographic disparities tag because the focus on ethnic minority communities is central to the research question.,"Assigned Health & Social Care because the title focuses on non-opiate and cannabis drug use, a public-health substance-use topic, using the Crime Survey for England and Wales; Descriptive Monitoring because it appears to measure drug-use patterns in ethnic minority communities; Demographic disparities / equity tag because ethnic minority communities are central to the research question.",,domains-only
2022/166,2022/166,"Assessing the Contributions of the Workplace and Employment History, the Local Area, and Individual Health and Social Factors from Childhood and Adulthood to Cancer Incidence and Mortality",ok,False,0.5,True,1.0,True,True,True,True,False,True,Health & Social Care,Labour Market & Employment; Health & Social Care,Outcome Tracking; Life-Course / Trajectory Analysis,Outcome Tracking; Life-Course / Trajectory Analysis,,,"Assigned Health & Social Care because cancer incidence and mortality are the substantive health outcomes; Outcome Tracking and Life-Course / Trajectory Analysis because the project links workplace, area, and social exposures from childhood and adulthood to later cancer outcomes using the longitudinal ONS Longitudinal Study; no tag because no demographic-equity or pandemic lens is central.","Assigned Labour Market & Employment and Health & Social Care because the title studies workplace and employment history alongside cancer incidence and mortality using the ONS Longitudinal Study; Outcome Tracking and Life-Course / Trajectory Analysis because it links childhood, adulthood, workplace, local-area, and health/social factors to later cancer outcomes over time; no cross-cutting tags because no demographic equality or COVID-19 lens is central.",,domains-only
2022/167,2022/167,The effects of socioeconomic deprivation on epilepsy,ok,False,0.5,True,1.0,True,True,True,True,False,True,Health & Social Care,"Health & Social Care; Poverty, Wealth & Living Standards",Outcome Tracking,Outcome Tracking,,,Assigned Health & Social Care because epilepsy is the substantive clinical outcome; Outcome Tracking because socioeconomic deprivation is a naturally occurring circumstance linked to epilepsy outcomes; no tag because socioeconomic position alone does not qualify for the demographic disparities tag and no pandemic framing appears.,"Assigned Health & Social Care and Poverty, Wealth & Living Standards because the title examines the effects of socioeconomic deprivation on epilepsy using Census 2011 Welsh Residents; Outcome Tracking because it links deprivation as an exposure to epilepsy as a downstream health outcome; no cross-cutting tags because socioeconomic deprivation alone is not a demographic equality comparison.",,domains-only
